director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,language
shawn levy,alyson stoner,comedy|family,tom welling,cheaper by the dozen,bonnie hunt,english
peter berg,scott elrod,action|biography|drama|thriller|war,jerry ferrara,lone survivor,dan bilzerian,english
penny marshall,lori petty,comedy|drama|sport,tom hanks,a league of their own,rosie o'donnell,english
james wan,frances o'connor,horror|mystery|thriller,javier botet,the conjuring 2,robin atkin downes,english
david fincher,dustin fitzsimons,biography|drama,andrew garfield,the social network,marcella lentz-pope,english
ken kwapis,sabrina revelle,comedy|drama|romance,carmen perez,he's just not that into you,sachiko ishida,english
david zucker,carmen electra,comedy,beau mirchoff,scary movie 4,regina hall,english
wes craven,roger jackson,horror|mystery,kelly rutherford,scream 3,nancy o'dell,english
robert zemeckis,jeffrey weissman,adventure|comedy|sci-fi|western,lea thompson,back to the future part iii,thomas f. wilson,english
etan cohen,alison brie,comedy|crime,will ferrell,get hard,craig t. nelson,english
francis ford coppola,anthony hopkins,fantasy|horror|romance,keanu reeves,bram stoker's dracula,gary oldman,english
nora ephron,mary lynn rajskub,biography|drama|romance,meryl streep,julie & julia,vanessa ferlito,english
brian helgeland,christopher meloni,biography|drama|sport,harrison ford,42,nicole beharie,english
anthony minghella,matt damon,crime|drama|thriller,philip seymour hoffman,the talented mr. ripley,jack davenport,english
bobby farrelly,kathleen turner,comedy,bill murray,dumb and dumber to,rob riggle,english
frank marshall,bruce greenwood,adventure|drama|family,paul walker,eight below,wendy crewson,english
nancy meyers,anne hathaway,comedy|drama,robert de niro,the intern,rene russo,english
tim story,nadine velazquez,action|comedy,olivia munn,ride along 2,bruce mcgill,english
michael mann,terry kinney,action|adventure|drama|romance|war,wes studi,the last of the mohicans,eric schweig,english
taylor hackford,curtis armstrong,biography|drama|music,bokeem woodbine,ray,harry lennix,english
frank miller,powers boothe,crime|thriller,rosario dawson,sin city,jason douglas,english
pete travis,edgar ramírez,crime|drama|mystery|thriller,dennis quaid,vantage point,william hurt,english
john hamburg,jon favreau,comedy|romance,j.k. simmons,"i love you, man",jane curtin,english
bobby farrelly,bruce mcgill,comedy|drama|fantasy|romance,jason alexander,shallow hal,susan ward,english
oliver stone,jay o. sanders,drama|history|thriller,sally kirkland,jfk,cheryl penland,english
john whitesell,nia long,comedy|crime,chloë grace moretz,big momma's house 2,marisol nichols,english
gore verbinski,brad pitt,adventure|comedy|crime|romance,j.k. simmons,the mexican,julia roberts,english
angelina jolie pitt,jack o'connell,biography|drama|sport|war,finn wittrock,unbroken,alex russell,english
burr steers,hunter parrish,comedy|drama|family|fantasy|romance,matthew perry,17 again,thomas lennon,english
nick cassavetes,kate upton,comedy|romance,don johnson,the other woman,david thornton,english
david r. ellis,andrew fiscella,horror,krista allen,the final destination,shantel vansanten,english
steven spielberg,mark rylance,drama|history|thriller,tom hanks,bridge of spies,amy ryan,english
john moore,david keith,action|drama|thriller|war,joaquim de almeida,behind enemy lines,sam jaeger,english
nicholas stoller,mario lopez,comedy|music,pink,get him to the greek,lino facioli,english
peter chelsom,nick cannon,comedy|drama|romance,lisa ann walter,shall we dance,omar benson miller,english
joe dante,denis leary,action|adventure|comedy|family|sci-fi,kirsten dunst,small soldiers,robert picardo,english
mark a.z. dippé,frank welker,action|horror,michael jai white,spawn,miko hughes,english
kevin reynolds,james frain,action|adventure|drama|romance|thriller,henry cavill,the count of monte cristo,michael wincott,english
brad furman,margarita levieva,crime|drama|thriller,matthew mcconaughey,the lincoln lawyer,frances fisher,english
jaume collet-serra,frank langella,action|mystery|thriller,liam neeson,unknown,aidan quinn,english
christopher nolan,hugh jackman,drama|mystery|sci-fi|thriller,christian bale,the prestige,scarlett johansson,english
sean anders,christoph waltz,comedy|crime,kevin spacey,horrible bosses 2,lindsay sloane,english
cal brunker,paul scheer,adventure|animation|comedy|family|sci-fi,brendan fraser,escape from planet earth,jonathan morgan heit,english
mel gibson,dalia hernández,action|adventure|drama|thriller,rudy youngblood,apocalypto,jonathan brewer,maya
john glen,desmond llewelyn,action|adventure|thriller,joe don baker,the living daylights,art malik,english
nimród antal,alice braga,action|adventure|sci-fi|thriller,topher grace,predators,derek mears,english
ivan reitman,debra winger,comedy|crime|romance,brian dennehy,legal eagles,roscoe lee browne,english
david koepp,charles s. dutton,mystery|thriller,johnny depp,secret window,timothy hutton,english
alejandro agresti,dylan walsh,drama|fantasy|romance,keanu reeves,the lake house,ebon moss-bachrach,english
iain softley,deneen tyler,horror|mystery|thriller,gena rowlands,the skeleton key,joy bryant,english
peter hedges,odeya rush,comedy|drama|family|fantasy,jennifer garner,the odd life of timothy green,common,english
paul weiland,beau garrett,comedy|romance,busy philipps,made of honor,kevin sussman,english
clint eastwood,steve schirripa,biography|drama|music|musical,johnny cannizzaro,jersey boys,scott vance,english
francis ford coppola,dean stockwell,crime|drama|thriller,matt damon,the rainmaker,virginia madsen,english
mathieu kassovitz,charles s. dutton,horror|mystery|thriller,robert downey jr.,gothika,bernard hill,english
steven spielberg,morgan freeman,drama|history,anthony hopkins,amistad,matthew mcconaughey,english
john mctiernan,josé wilker,adventure|drama|romance,lorraine bracco,medicine man,sean connery,english
colin strause,johnny lewis,action|horror|sci-fi|thriller,sam trammell,aliens vs. predator: requiem,ian whyte,english
donald petrie,john larroquette,comedy|family,macaulay culkin,ri¢hie ri¢h,jonathan hyde,english
joan chen,sam trammell,drama|romance,j.k. simmons,autumn in new york,elaine stritch,english
marc lawrence,scott porter,comedy|music|romance,brad garrett,music and lyrics,haley bennett,english
greg mottola,nelson ascencio,adventure|comedy|sci-fi,bobby lee,paul,jeremy owen,english
anne fletcher,tom virtue,comedy|drama,miriam margolyes,the guilt trip,julene renee,english
wes craven,aimee teegarden,horror|mystery,alison brie,scream 4,shenae grimes-beech,english
joel schumacher,chris bauer,mystery|thriller,nicolas cage,8mm,anthony heald,english
oliver stone,kevin dillon,biography|drama|music|musical,michael wincott,the doors,kathleen quinlan,english
jake kasdan,randall park,comedy,james wilcox,sex tape,nat faxon,english
diane keaton,celia weston,comedy|drama,adam arkin,hanging up,jesse james,english
steven quale,jacqueline macinnes wood,horror,emma bell,final destination 5,courtney b. vance,english
kelly makin,burt young,comedy|crime|romance,jeanne tripplehorn,mickey blue eyes,vincent pastore,english
mimi leder,haley joel osment,drama,kevin spacey,pay it forward,angie dickinson,english
bobby farrelly,kadee strickland,comedy|drama|romance|sport,jimmy fallon,fever pitch,ione skye,english
,melissa altro,animation|comedy|family,bruce dinsmore,arthur,daniel brochu,english
steven brill,shaun weiss,comedy|drama,lisa ann walter,drillbit taylor,matt walsh,english
seth macfarlane,charlize theron,comedy|western,liam neeson,a million ways to die in the west,seth macfarlane,english
russell mulcahy,peter boyle,action|adventure|crime|fantasy|mystery|thriller,jonathan winters,the shadow,john kapelos,english
stephen daldry,thomas horn,adventure|drama|mystery,tom hanks,extremely loud & incredibly close,stephen henderson,english
roger michell,patti d'arbanville,comedy|drama|romance,noah bean,morning glory,vanessa aspillaga,english
jim sheridan,bill duke,biography|crime|drama|music,50 cent,get rich or die tryin',marc john jefferies,english
christian duguay,cary-hiroyuki tagawa,action|adventure|crime|thriller,michael biehn,the art of war,anne archer,english
chris columbus,david fine,drama|musical|romance,rosario dawson,rent,jesse l. martin,english
chuck russell,jimmy smits,crime|drama|horror|thriller,rufus sewell,bless the child,angela bettis,english
sam weisman,valerie perri,comedy,oliver hudson,the out-of-towners,carlease burke,english
john frankenheimer,temuera morrison,horror|sci-fi|thriller,marlon brando,the island of dr. moreau,marco hofschneider,english
peter hyams,justin chambers,action|adventure|romance,catherine deneuve,the musketeer,stephen rea,english
justin chadwick,scarlett johansson,biography|drama|history|romance,natalie portman,the other boleyn girl,benedict cumberbatch,english
pat o'connor,charlize theron,drama|romance,keanu reeves,sweet november,frank langella,english
stephen hopkins,andrea frankle,horror|thriller,stephen rea,the reaping,william ragsdale,english
martin scorsese,david carradine,crime|drama|romance|thriller,robert de niro,mean streets,david proval,english
penny marshall,cliff robertson,comedy|drama,ed begley jr.,renaissance man,lillo brancato,english
olivier megaton,callum blue,action|crime|drama|thriller,jordi mollà,colombiana,jesse borrego,english
frederik du chau,jaleel white,adventure|animation|comedy|drama|family|fantasy|musical,gary oldman,the magic sword: quest for camelot,eric idle,english
michael caton-jones,james franco,crime|drama|mystery|thriller,robert de niro,city by the sea,john doman,english
irwin winkler,nathan lane,drama|romance,mira sorvino,at first sight,steven weber,english
joseph kahn,jay hernandez,action|comedy|crime,dane cook,torque,christina milian,english
harold becker,martin landau,drama|thriller,al pacino,city hall,bridget fonda,english
paul verhoeven,elizabeth berkley,drama,bobbie phillips,showgirls,robert davi,english
sofia coppola,shirley henderson,biography|drama|history|romance,kirsten dunst,marie antoinette,rip torn,english
barbet schroeder,michael rapaport,action|crime|thriller,nicolas cage,kiss of death,philip baker hall,english
stephen kay,miranda richardson,action|crime|drama|thriller,sylvester stallone,get carter,lauren lee smith,english
j.a. bayona,geraldine chaplin,drama|thriller,naomi watts,the impossible,oaklee pendergast,english
elaine may,warren beatty,action|adventure|comedy|music|thriller,carol kane,ishtar,isabelle adjani,english
wes anderson,meryl streep,adventure|animation|comedy|crime|family,bill murray,fantastic mr. fox,helen mccrory,english
stephen herek,stockard channing,comedy|romance,angelina jolie pitt,life or something like it,james gammon,english
john carpenter,michael mckean,comedy|romance|sci-fi|thriller,richard epcar,memoirs of an invisible man,patricia heaton,english
jean-pierre jeunet,jamel debbouze,comedy|romance,mathieu kassovitz,amélie,isabelle nanty,french
dennie gordon,bob saget,comedy|crime|family|romance,mary-kate olsen,new york minute,riley smith,english
charles shyer,nia long,comedy|drama|romance,omar epps,alfie,jane krakowski,english
ken kwapis,tim blake nelson,biography|drama|romance,ted danson,big miracle,andrew daly,english
ulu grosbard,treat williams,drama,alexa penavega,the deep end of the ocean,jonathan jackson,english
william malone,jeffrey combs,crime|horror|thriller,natascha mcelhone,feardotcom,udo kier,english
paul weitz,salma hayek,action|adventure|fantasy|thriller,josh hutcherson,cirque du freak: the vampire's assistant,patrick fugit,english
paul mcguigan,spencer wilding,drama|horror|sci-fi|thriller,daniel radcliffe,victor frankenstein,daniel mays,english
danny devito,amber valletta,comedy,justin theroux,duplex,harvey fierstein,english
malcolm d. lee,sean hayes,comedy|drama|music,bernie mac,soul men,mike epps,english
jerry jameson,jason robards,action|adventure|drama|thriller,m. emmet walsh,raise the titanic,anne archer,english
mic rodgers,daniel von bargen,action|sci-fi,michael jai white,universal soldier: the return,xander berkeley,english
christian alvart,dennis quaid,action|horror|mystery|sci-fi|thriller,norman reedus,pandorum,eddie rouse,english
gary fleder,mekhi phifer,drama|mystery|sci-fi|thriller,gary dourdan,impostor,tim guinee,english
christian duguay,bridgette wilson-sampras,action|adventure|thriller,rufus sewell,extreme ops,rupert graves,english
jean-marie poiré,matt ross,comedy|fantasy|sci-fi,bridgette wilson-sampras,just visiting,john aylward,english
danny boyle,benedict wong,adventure|sci-fi|thriller,chris evans,sunshine,troy garity,english
brian robbins,lou saliba,comedy|drama,john gatins,a thousand words,greg collins,english
marc f. adler,anne bancroft,adventure|animation|comedy|fantasy|romance,eric idle,delgo,kelly ripa,english
pierre morel,mark rylance,action|crime|drama|mystery|thriller,ray winstone,the gunman,jasmine trinca,english
geoffrey sax,sophie okonedo,action|adventure|family|thriller,alex pettyfer,alex rider: operation stormbreaker,ashley walters,english
d.j. caruso,aaron yoo,drama|mystery|thriller,sarah roemer,disturbia,jose pablo cantillo,english
